invoice_no,invoice_date,customer_id,country,quantity,amount,total_sales,year,month,month_name
554954,2021-05-27 14:50:00,14227.0,United Kingdom,87,17967,1563129,2021,5,May
556795,2021-06-14 14:29:00,15912.0,United Kingdom,119,12313,1465247,2021,6,June
580259,2021-12-02 12:32:00,13705.0,United Kingdom,126,18918,2383668,2021,12,December
545426,2021-03-02 14:41:00,15189.0,United Kingdom,82,27666,2268612,2021,3,March
566572,2021-09-13 12:52:00,13488.0,United Kingdom,177,43275,7659675,2021,9,September
542929,2021-02-02 10:34:00,17811.0,United Kingdom,105,28930,3037650,2021,2,February
580646,2021-12-05 13:13:00,17857.0,United Kingdom,1600,104800,167680000,2021,12,December
555251,2021-06-01 15:12:00,13062.0,United Kingdom,343,34698,11901414,2021,6,June
573126,2021-10-27 16:32:00,15738.0,United Kingdom,219,33555,7348545,2021,10,October
553489,2021-05-17 12:43:00,15730.0,United Kingdom,314,46743,14677302,2021,5,May
550188,2021-04-14 18:57:00,12457.0,Switzerland,197,66925,13184225,2021,4,April
571682,2021-10-18 14:00:00,14179.0,United Kingdom,221,55168,12192128,2021,10,October
554073,2021-05-22 11:26:00,17007.0,United Kingdom,90,11766,1058940,2021,5,May
562941,2021-08-11 08:39:00,15498.0,United Kingdom,12,1740,20880,2021,8,August
575695,2021-11-10 16:39:00,17502.0,United Kingdom,94,22660,2130040,2021,11,November
568329,2021-09-26 14:12:00,15243.0,United Kingdom,185,31668,5858580,2021,9,September
576696,2021-11-16 12:26:00,16669.0,United Kingdom,402,64538,25944276,2021,11,November
557012,2021-06-16 11:51:00,18241.0,United Kingdom,24,6240,149760,2021,6,June
579345,2021-11-29 11:46:00,12727.0,France,342,64300,21990600,2021,11,November
562260,2021-08-03 15:38:00,13408.0,United Kingdom,327,45280,14806560,2021,8,August
556908,2021-06-15 13:23:00,18165.0,United Kingdom,254,30246,7682484,2021,6,June
545336,2021-03-01 16:53:00,12428.0,Finland,2,55120,110240,2021,3,March
567900,2021-09-22 16:27:00,14911.0,EIRE,5,1050,5250,2021,9,September
569037,2021-09-30 10:45:00,13263.0,United Kingdom,565,49949,28221185,2021,9,September
574675,2021-11-06 12:31:00,17289.0,United Kingdom,248,43817,10866616,2021,11,November
567307,2021-09-19 13:35:00,15078.0,United Kingdom,290,57320,16622800,2021,9,September
564436,2021-08-25 12:06:00,17841.0,United Kingdom,169,45192,7637448,2021,8,August
579101,2021-11-28 11:27:00,16364.0,United Kingdom,165,35949,5931585,2021,11,November
564370,2021-08-25 09:53:00,17134.0,United Kingdom,22,9450,207900,2021,8,August
556781,2021-06-14 12:47:00,13384.0,United Kingdom,666,117260,78095160,2021,6,June
537683,2020-12-08 10:14:00,12921.0,United Kingdom,240,36540,8769600,2020,12,December
566596,2021-09-13 15:18:00,14163.0,United Kingdom,304,78652,23910208,2021,9,September
553156,2021-05-13 14:58:00,17841.0,United Kingdom,174,24073,4188702,2021,5,May
544305,2021-02-17 13:54:00,15044.0,United Kingdom,48,20550,986400,2021,2,February
564079,2021-08-22 15:55:00,12627.0,Germany,322,63039,20298558,2021,8,August
543164,2021-02-03 19:32:00,13208.0,United Kingdom,157,16845,2644665,2021,2,February
571276,2021-10-16 12:30:00,14702.0,United Kingdom,157,36041,5658437,2021,10,October
559526,2021-07-10 11:19:00,15756.0,United Kingdom,61,11572,705892,2021,7,July
536594,2020-12-01 17:22:00,15235.0,United Kingdom,34,7950,270300,2020,12,December
576257,2021-11-14 14:17:00,12757.0,Portugal,30,4950,148500,2021,11,November
545017,2021-02-25 13:51:00,12361.0,Belgium,91,18990,1728090,2021,2,February
540005,2021-01-04 10:38:00,17315.0,United Kingdom,138,19056,2629728,2021,1,January
546875,2021-03-17 16:38:00,12514.0,Italy,440,101768,44777920,2021,3,March
581107,2021-12-07 12:15:00,16000.0,United Kingdom,620,204600,126852000,2021,12,December
569220,2021-10-02 13:26:00,16007.0,United Kingdom,598,75174,44954052,2021,10,October
542722,2021-01-31 14:38:00,13089.0,United Kingdom,144,26160,3767040,2021,1,January
556998,2021-06-16 10:48:00,16672.0,United Kingdom,96,30540,2931840,2021,6,June
568216,2021-09-26 09:28:00,16168.0,United Kingdom,86,16302,1401972,2021,9,September
560742,2021-07-20 15:44:00,14755.0,United Kingdom,139,31290,4349310,2021,7,July
557321,2021-06-20 08:50:00,15854.0,United Kingdom,48,13200,633600,2021,6,June
552974,2021-05-12 13:54:00,16186.0,United Kingdom,30,7724,231720,2021,5,May
566916,2021-09-15 14:25:00,12457.0,Switzerland,4,16000,64000,2021,9,September
550799,2021-04-20 14:46:00,17115.0,United Kingdom,166,31002,5146332,2021,4,April
540479,2021-01-07 15:19:00,14889.0,United Kingdom,90,13590,1223100,2021,1,January
578341,2021-11-24 09:13:00,16966.0,United Kingdom,384,27936,10727424,2021,11,November
564058,2021-08-22 14:23:00,17676.0,United Kingdom,166,23098,3834268,2021,8,August
564738,2021-08-28 14:16:00,16816.0,United Kingdom,23,4437,102051,2021,8,August
573629,2021-10-31 15:30:00,12522.0,Germany,65,10332,671580,2021,10,October
550034,2021-04-14 11:48:00,16187.0,United Kingdom,498,71308,35511384,2021,4,April
578835,2021-11-25 15:44:00,12682.0,France,69,15372,1060668,2021,11,November
575740,2021-11-11 09:25:00,18130.0,United Kingdom,386,45591,17598126,2021,11,November
573391,2021-10-30 14:57:00,14911.0,EIRE,185,50166,9280710,2021,10,October
542862,2021-02-01 11:51:00,14606.0,United Kingdom,77,16120,1241240,2021,2,February
578244,2021-11-23 12:36:00,15727.0,United Kingdom,438,56967,24951546,2021,11,November
581377,2021-12-08 12:44:00,14138.0,United Kingdom,151,34417,5196967,2021,12,December
569590,2021-10-05 11:25:00,13949.0,United Kingdom,257,30291,7784787,2021,10,October
560187,2021-07-15 12:05:00,17444.0,Canada,1,55094,55094,2021,7,July
541429,2021-01-18 09:44:00,14688.0,United Kingdom,278,30222,8401716,2021,1,January
543535,2021-02-09 13:37:00,17537.0,United Kingdom,370,63070,23335900,2021,2,February
571200,2021-10-14 12:25:00,14060.0,United Kingdom,226,29478,6662028,2021,10,October
559017,2021-07-05 13:06:00,14034.0,United Kingdom,294,45517,13381998,2021,7,July
565435,2021-09-04 13:38:00,16241.0,United Kingdom,8,3400,27200,2021,9,September
579936,2021-12-01 10:07:00,12901.0,United Kingdom,1200,78000,93600000,2021,12,December
578946,2021-11-27 13:47:00,16005.0,United Kingdom,71,14583,1035393,2021,11,November
556958,2021-06-16 09:15:00,17490.0,United Kingdom,140,30520,4272800,2021,6,June
577228,2021-11-18 12:07:00,12391.0,Cyprus,300,46089,13826700,2021,11,November
538419,2020-12-12 12:01:00,16367.0,United Kingdom,91,17091,1555281,2020,12,December
556206,2021-06-09 13:46:00,14911.0,EIRE,262,64627,16932274,2021,6,June
576141,2021-11-14 10:47:00,14911.0,EIRE,206,34821,7173126,2021,11,November
565438,2021-09-04 13:56:00,17229.0,United Kingdom,77,16105,1240085,2021,9,September
546677,2021-03-15 16:29:00,18144.0,United Kingdom,180,36340,6541200,2021,3,March
576202,2021-11-14 12:22:00,13767.0,United Kingdom,404,91540,36982160,2021,11,November
545907,2021-03-08 09:24:00,15806.0,United Kingdom,274,30036,8229864,2021,3,March
562339,2021-08-04 11:59:00,13571.0,United Kingdom,167,16726,2793242,2021,8,August
574021,2021-11-02 12:18:00,14434.0,United Kingdom,92,31080,2859360,2021,11,November
573421,2021-10-31 09:50:00,14292.0,United Kingdom,362,129726,46960812,2021,10,October
549277,2021-04-07 13:11:00,16469.0,United Kingdom,44,9770,429880,2021,4,April
541094,2021-01-13 13:36:00,13246.0,United Kingdom,294,33607,9880458,2021,1,January
579002,2021-11-27 16:27:00,14093.0,United Kingdom,406,44285,17979710,2021,11,November
570020,2021-10-07 10:18:00,12684.0,France,185,24776,4583560,2021,10,October
566288,2021-09-11 15:18:00,12883.0,United Kingdom,68,29163,1983084,2021,9,September
562615,2021-08-08 12:20:00,16458.0,United Kingdom,202,25480,5146960,2021,8,August
545676,2021-03-06 10:26:00,15034.0,United Kingdom,152,24676,3750752,2021,3,March
545337,2021-03-01 17:28:00,15984.0,United Kingdom,123,23435,2882505,2021,3,March
559528,2021-07-10 11:34:00,13064.0,United Kingdom,224,45595,10213280,2021,7,July
538397,2020-12-12 11:44:00,12753.0,Japan,2409,359059,864973131,2020,12,December
579529,2021-11-30 08:50:00,12488.0,France,270,53121,14342670,2021,11,November
563022,2021-08-11 13:34:00,17248.0,United Kingdom,213,31865,6787245,2021,8,August
567938,2021-09-22 18:14:00,12704.0,Finland,138,24555,3388590,2021,9,September
571669,2021-10-18 13:11:00,17758.0,United Kingdom,451,65076,29349276,2021,10,October
555383,2021-06-02 15:13:00,12517.0,Germany,420,76695,32211900,2021,6,June
561222,2021-07-26 09:27:00,13588.0,United Kingdom,646,49100,31718600,2021,7,July
580109,2021-12-01 15:46:00,17350.0,United Kingdom,110,32274,3550140,2021,12,December
555508,2021-06-03 16:45:00,16880.0,United Kingdom,168,26988,4533984,2021,6,June
549925,2021-04-13 10:12:00,16333.0,United Kingdom,1056,111936,118204416,2021,4,April
574107,2021-11-03 10:49:00,13728.0,United Kingdom,104,21912,2278848,2021,11,November
540180,2021-01-05 13:05:00,15984.0,United Kingdom,56,10789,604184,2021,1,January
574545,2021-11-04 14:54:00,17084.0,United Kingdom,533,90565,48271145,2021,11,November
549977,2021-04-13 14:54:00,14810.0,United Kingdom,86,17106,1471116,2021,4,April
565920,2021-09-08 08:56:00,15298.0,United Kingdom,435,59102,25709370,2021,9,September
556063,2021-06-08 14:09:00,14587.0,United Kingdom,82,19320,1584240,2021,6,June
546434,2021-03-14 08:41:00,12383.0,Belgium,91,35707,3249337,2021,3,March
543601,2021-02-10 13:27:00,14560.0,United Kingdom,14,6260,87640,2021,2,February
555744,2021-06-07 10:44:00,18072.0,United Kingdom,288,24744,7126272,2021,6,June
578126,2021-11-23 10:32:00,16900.0,United Kingdom,101,895,90395,2021,11,November
567659,2021-09-21 14:55:00,17475.0,United Kingdom,178,19437,3459786,2021,9,September
546107,2021-03-09 12:33:00,17238.0,United Kingdom,136,23317,3171112,2021,3,March
553172,2021-05-13 17:15:00,14031.0,United Kingdom,16,13200,211200,2021,5,May
566043,2021-09-08 13:54:00,13769.0,United Kingdom,136,42118,5728048,2021,9,September
552293,2021-05-08 14:05:00,16232.0,United Kingdom,110,17312,1904320,2021,5,May
558557,2021-06-30 13:17:00,13282.0,United Kingdom,88,42840,3769920,2021,6,June
541217,2021-01-14 13:59:00,17402.0,United Kingdom,24,11190,268560,2021,1,January
541843,2021-01-23 12:08:00,13659.0,United Kingdom,572,104540,59796880,2021,1,January
558737,2021-07-01 15:22:00,17988.0,United Kingdom,4,1337,5348,2021,7,July
579560,2021-11-30 11:31:00,15039.0,United Kingdom,71,17163,1218573,2021,11,November
545684,2021-03-06 11:52:00,15606.0,United Kingdom,76,27980,2126480,2021,3,March
566188,2021-09-09 13:14:00,14312.0,United Kingdom,95,19260,1829700,2021,9,September
580027,2021-12-01 12:01:00,14178.0,United Kingdom,508,42012,21342096,2021,12,December
538639,2020-12-13 14:24:00,17179.0,United Kingdom,98,24300,2381400,2020,12,December
554084,2021-05-22 11:52:00,12909.0,United Kingdom,188,62492,11748496,2021,5,May
541279,2021-01-17 11:55:00,18223.0,United Kingdom,356,63580,22634480,2021,1,January
546111,2021-03-09 12:39:00,14165.0,United Kingdom,54,12254,661716,2021,3,March
572309,2021-10-23 15:29:00,14432.0,United Kingdom,718,71878,51608404,2021,10,October
575388,2021-11-09 15:30:00,12971.0,United Kingdom,156,18804,2933424,2021,11,November
576838,2021-11-16 15:21:00,18075.0,United Kingdom,170,35398,6017660,2021,11,November
553765,2021-05-19 10:43:00,17245.0,United Kingdom,75,17145,1285875,2021,5,May
544444,2021-02-20 10:51:00,13246.0,United Kingdom,361,40045,14456245,2021,2,February
541873,2021-01-24 09:52:00,14368.0,United Kingdom,36,15500,558000,2021,1,January
550006,2021-04-14 10:10:00,17841.0,United Kingdom,98,24239,2375422,2021,4,April
573288,2021-10-28 14:42:00,14194.0,United Kingdom,64,31578,2020992,2021,10,October
564141,2021-08-23 11:47:00,17841.0,United Kingdom,224,55260,12378240,2021,8,August
559826,2021-07-13 08:48:00,13420.0,United Kingdom,27,10405,280935,2021,7,July
550004,2021-04-14 09:56:00,12569.0,Germany,102,27918,2847636,2021,4,April
566971,2021-09-16 09:03:00,12963.0,United Kingdom,138,25391,3503958,2021,9,September
565737,2021-09-06 12:27:00,16400.0,United Kingdom,172,30393,5227596,2021,9,September
536538,2020-12-01 13:54:00,14594.0,United Kingdom,146,25500,3723000,2020,12,December
576663,2021-11-16 11:31:00,16157.0,United Kingdom,102,24798,2529396,2021,11,November
577510,2021-11-20 12:46:00,13118.0,United Kingdom,12,1980,23760,2021,11,November
568650,2021-09-28 11:56:00,13505.0,Switzerland,1225,181051,221787475,2021,9,September
559701,2021-07-12 09:10:00,16013.0,United Kingdom,512,130560,66846720,2021,7,July
552312,2021-05-08 15:58:00,13427.0,United Kingdom,130,21450,2788500,2021,5,May
550199,2021-04-15 10:20:00,16523.0,United Kingdom,242,39750,9619500,2021,4,April
549711,2021-04-11 14:07:00,13654.0,United Kingdom,201,48531,9754731,2021,4,April
581164,2021-12-07 14:34:00,14395.0,United Kingdom,248,55899,13862952,2021,12,December
543009,2021-02-02 13:11:00,18041.0,United Kingdom,122,12868,1569896,2021,2,February
555264,2021-06-01 16:03:00,17757.0,United Kingdom,64,12274,785536,2021,6,June
580693,2021-12-05 15:59:00,15690.0,United Kingdom,204,12876,2626704,2021,12,December
571261,2021-10-16 10:50:00,12901.0,United Kingdom,360,30600,11016000,2021,10,October
574718,2021-11-06 14:36:00,15513.0,United Kingdom,428,88580,37912240,2021,11,November
558076,2021-06-24 17:35:00,14031.0,United Kingdom,174,91336,15892464,2021,6,June
577745,2021-11-21 14:06:00,18139.0,United Kingdom,404,46140,18640560,2021,11,November
563189,2021-08-12 15:22:00,12682.0,France,180,41288,7431840,2021,8,August
576660,2021-11-16 11:16:00,15110.0,United Kingdom,66,31570,2083620,2021,11,November
546372,2021-03-11 11:47:00,13098.0,United Kingdom,88,34920,3072960,2021,3,March
552822,2021-05-11 12:59:00,15521.0,United Kingdom,290,42869,12432010,2021,5,May
543618,2021-02-10 14:49:00,13468.0,United Kingdom,53,16015,848795,2021,2,February
574846,2021-11-07 11:59:00,14702.0,United Kingdom,112,15696,1757952,2021,11,November
553668,2021-05-18 12:21:00,13993.0,United Kingdom,73,39175,2859775,2021,5,May
580030,2021-12-01 12:14:00,12951.0,United Kingdom,172,31229,5371388,2021,12,December
544909,2021-02-24 14:32:00,14298.0,United Kingdom,1814,199126,361214564,2021,2,February
551696,2021-05-03 13:39:00,14110.0,United Kingdom,402,79726,32049852,2021,5,May
547039,2021-03-20 10:51:00,14560.0,United Kingdom,10,9660,96600,2021,3,March
554315,2021-05-23 15:29:00,16086.0,United Kingdom,139,30861,4289679,2021,5,May
578781,2021-11-25 11:54:00,15872.0,United Kingdom,211,35883,7571313,2021,11,November
553929,2021-05-20 10:04:00,12931.0,United Kingdom,72,10440,751680,2021,5,May
559984,2021-07-14 11:45:00,16657.0,United Kingdom,205,20356,4172980,2021,7,July
571461,2021-10-17 14:12:00,16932.0,United Kingdom,87,16194,1408878,2021,10,October
560049,2021-07-14 15:03:00,14857.0,United Kingdom,188,52252,9823376,2021,7,July
571555,2021-10-18 09:15:00,16458.0,United Kingdom,106,18390,1949340,2021,10,October
572836,2021-10-26 11:51:00,15568.0,United Kingdom,112,19421,2175152,2021,10,October
541491,2021-01-18 14:04:00,12510.0,Spain,294,68105,20022870,2021,1,January
575910,2021-11-11 16:05:00,14836.0,United Kingdom,2,300,600,2021,11,November
566954,2021-09-15 16:39:00,15804.0,United Kingdom,12,1980,23760,2021,9,September
552149,2021-05-06 12:00:00,13365.0,United Kingdom,404,70060,28304240,2021,5,May
570696,2021-10-12 09:08:00,15840.0,United Kingdom,140,11382,1593480,2021,10,October
572695,2021-10-25 14:23:00,12610.0,Italy,251,43509,10920759,2021,10,October
576220,2021-11-14 13:00:00,15838.0,United Kingdom,322,102342,32954124,2021,11,November
569129,2021-09-30 13:40:00,15034.0,United Kingdom,338,63403,21430214,2021,9,September
560975,2021-07-22 11:56:00,14426.0,United Kingdom,100,16740,1674000,2021,7,July
559545,2021-07-10 14:42:00,15467.0,United Kingdom,181,28842,5220402,2021,7,July
565326,2021-09-02 13:41:00,16706.0,United Kingdom,55,12002,660110,2021,9,September
558459,2021-06-29 14:20:00,15334.0,United Kingdom,76,10964,833264,2021,6,June
539954,2020-12-23 12:04:00,13777.0,United Kingdom,66,12162,802692,2020,12,December
580982,2021-12-06 16:21:00,17861.0,United Kingdom,452,43858,19823816,2021,12,December
547653,2021-03-24 12:21:00,16745.0,United Kingdom,590,51590,30438100,2021,3,March
562157,2021-08-03 11:44:00,16012.0,United Kingdom,332,76707,25466724,2021,8,August
569533,2021-10-04 15:21:00,16374.0,United Kingdom,188,31673,5954524,2021,10,October
549936,2021-04-13 11:29:00,15465.0,United Kingdom,79,51405,4060995,2021,4,April
577548,2021-11-20 14:50:00,16710.0,United Kingdom,70,2940,205800,2021,11,November
553343,2021-05-16 12:35:00,16642.0,United Kingdom,131,30773,4031263,2021,5,May
577074,2021-11-17 15:04:00,15399.0,United Kingdom,284,24396,6928464,2021,11,November
541991,2021-01-25 09:11:00,12417.0,Belgium,108,32344,3493152,2021,1,January
569559,2021-10-05 09:31:00,12971.0,United Kingdom,120,17160,2059200,2021,10,October
581488,2021-12-09 09:45:00,17428.0,United Kingdom,56,41560,2327360,2021,12,December
557970,2021-06-24 10:11:00,16915.0,United Kingdom,6,4190,25140,2021,6,June
569815,2021-10-06 11:53:00,15838.0,United Kingdom,6016,1099296,6613364736,2021,10,October
563182,2021-08-12 14:33:00,17122.0,United Kingdom,80,13832,1106560,2021,8,August
574683,2021-11-06 12:50:00,16372.0,United Kingdom,162,34413,5574906,2021,11,November
550134,2021-04-14 13:50:00,16249.0,United Kingdom,441,81483,35934003,2021,4,April
571496,2021-10-17 15:02:00,13265.0,United Kingdom,400,30536,12214400,2021,10,October
577179,2021-11-18 11:20:00,18061.0,United Kingdom,16,9240,147840,2021,11,November
568202,2021-09-25 15:01:00,15366.0,United Kingdom,560,49697,27830320,2021,9,September
574475,2021-11-04 12:18:00,14132.0,United Kingdom,383,30816,11802528,2021,11,November
558070,2021-06-24 15:59:00,12843.0,United Kingdom,24,2040,48960,2021,6,June
573381,2021-10-30 14:05:00,17590.0,United Kingdom,205,34938,7162290,2021,10,October
538697,2020-12-14 10:18:00,13948.0,United Kingdom,40,10200,408000,2020,12,December
567458,2021-09-20 12:21:00,17450.0,United Kingdom,2016,456384,920070144,2021,9,September
573291,2021-10-28 14:51:00,16554.0,United Kingdom,273,52299,14277627,2021,10,October
563033,2021-08-11 14:48:00,16928.0,United Kingdom,114,14084,1605576,2021,8,August
578308,2021-11-23 16:09:00,12748.0,United Kingdom,27,3429,92583,2021,11,November
551791,2021-05-04 11:26:00,13220.0,United Kingdom,96,47629,4572384,2021,5,May
558887,2021-07-04 15:26:00,18265.0,United Kingdom,224,48855,10943520,2021,7,July
537395,2020-12-06 14:05:00,15356.0,United Kingdom,80,15022,1201760,2020,12,December
577853,2021-11-22 11:13:00,13681.0,United Kingdom,44,11708,515152,2021,11,November
569369,2021-10-03 15:32:00,15105.0,United Kingdom,329,54103,17799887,2021,10,October
550286,2021-04-15 14:14:00,15027.0,United Kingdom,140,34140,4779600,2021,4,April
556478,2021-06-12 12:34:00,13069.0,United Kingdom,455,22649,10305295,2021,6,June
574744,2021-11-07 07:38:00,16612.0,United Kingdom,112,31736,3554432,2021,11,November
573200,2021-10-28 11:43:00,12432.0,Norway,8,6460,51680,2021,10,October
539590,2020-12-20 13:21:00,14733.0,United Kingdom,360,83208,29954880,2020,12,December
574227,2021-11-03 12:18:00,16992.0,United Kingdom,149,42751,6369899,2021,11,November
545447,2021-03-02 16:34:00,17426.0,United Kingdom,546,119388,65185848,2021,3,March
567312,2021-09-19 13:47:00,15500.0,United Kingdom,154,40602,6252708,2021,9,September
574530,2021-11-04 14:07:00,16887.0,United Kingdom,157,19488,3059616,2021,11,November
576778,2021-11-16 13:24:00,16085.0,United Kingdom,165,24153,3985245,2021,11,November
572906,2021-10-26 15:43:00,17557.0,United Kingdom,45,15080,678600,2021,10,October
546423,2021-03-13 12:39:00,14502.0,United Kingdom,124,22047,2733828,2021,3,March
543131,2021-02-03 15:23:00,13539.0,United Kingdom,134,16410,2198940,2021,2,February
580021,2021-12-01 11:43:00,14047.0,United Kingdom,109,35115,3827535,2021,12,December
545559,2021-03-03 15:31:00,15005.0,United Kingdom,138,28847,3980886,2021,3,March
546462,2021-03-14 10:55:00,12845.0,United Kingdom,144,20880,3006720,2021,3,March
547171,2021-03-21 12:13:00,17849.0,United Kingdom,45,15145,681525,2021,3,March
574549,2021-11-04 15:14:00,17841.0,United Kingdom,1,145,145,2021,11,November
581424,2021-12-08 15:29:00,13890.0,United Kingdom,63,15405,970515,2021,12,December
543162,2021-02-03 18:08:00,17507.0,United Kingdom,222,34056,7560432,2021,2,February
568533,2021-09-27 13:56:00,15061.0,United Kingdom,614,103128,63320592,2021,9,September
558523,2021-06-30 10:44:00,17949.0,United Kingdom,2105,223130,469688650,2021,6,June
548410,2021-03-31 10:29:00,12731.0,France,132,41340,5456880,2021,3,March
569698,2021-10-05 15:49:00,14054.0,United Kingdom,62,9246,573252,2021,10,October
562912,2021-08-10 13:15:00,15311.0,United Kingdom,149,20532,3059268,2021,8,August
572296,2021-10-23 14:28:00,13598.0,United Kingdom,58,18017,1044986,2021,10,October
571236,2021-10-14 14:38:00,15078.0,United Kingdom,12,3060,36720,2021,10,October
554520,2021-05-24 17:03:00,17841.0,United Kingdom,137,46801,6411737,2021,5,May
550823,2021-04-21 09:36:00,16133.0,United Kingdom,1270,221005,280676350,2021,4,April
572315,2021-10-23 16:00:00,14504.0,United Kingdom,45,13055,587475,2021,10,October
546911,2021-03-17 19:47:00,17725.0,United Kingdom,173,33771,5842383,2021,3,March
580721,2021-12-05 16:57:00,15274.0,United Kingdom,242,33258,8048436,2021,12,December
574143,2021-11-03 11:27:00,18041.0,United Kingdom,174,12000,2088000,2021,11,November
557258,2021-06-19 10:35:00,12951.0,United Kingdom,58,12690,736020,2021,6,June
578938,2021-11-27 13:07:00,16592.0,United Kingdom,12,2520,30240,2021,11,November
554277,2021-05-23 13:20:00,12901.0,United Kingdom,120,12720,1526400,2021,5,May
569097,2021-09-30 12:06:00,12731.0,France,710,119250,84667500,2021,9,September
554839,2021-05-26 17:15:00,14056.0,United Kingdom,126,37429,4716054,2021,5,May
576379,2021-11-15 09:21:00,16423.0,United Kingdom,230,34612,7960760,2021,11,November
572291,2021-10-23 12:46:00,16931.0,United Kingdom,174,30028,5224872,2021,10,October
545670,2021-03-06 10:07:00,15465.0,United Kingdom,65,29275,1902875,2021,3,March
559091,2021-07-06 10:47:00,17905.0,United Kingdom,110,22484,2473240,2021,7,July
572123,2021-10-21 08:40:00,14646.0,Netherlands,1780,231448,411977440,2021,10,October
570882,2021-10-13 09:45:00,13930.0,United Kingdom,64,12734,814976,2021,10,October
575184,2021-11-09 08:41:00,16839.0,United Kingdom,404,45040,18196160,2021,11,November
566632,2021-09-14 10:35:00,15622.0,United Kingdom,46,6960,320160,2021,9,September
577475,2021-11-20 11:30:00,15152.0,United Kingdom,263,43980,11566740,2021,11,November
546534,2021-03-14 13:56:00,16150.0,United Kingdom,326,57106,18616556,2021,3,March
573768,2021-11-01 10:02:00,12552.0,Italy,3,12000,36000,2021,11,November
572911,2021-10-26 16:03:00,16345.0,United Kingdom,289,57541,16629349,2021,10,October
559940,2021-07-14 10:20:00,17396.0,United Kingdom,262,79170,20742540,2021,7,July
575221,2021-11-09 11:25:00,12949.0,United Kingdom,333,71780,23902740,2021,11,November
536943,2020-12-03 12:11:00,17884.0,United Kingdom,170,18751,3187670,2020,12,December
541202,2021-01-14 12:09:00,17581.0,United Kingdom,230,44895,10325850,2021,1,January
537229,2020-12-06 08:44:00,17677.0,United Kingdom,12,1740,20880,2020,12,December
548608,2021-04-01 11:20:00,13462.0,United Kingdom,62,15150,939300,2021,4,April
559864,2021-07-13 10:38:00,14916.0,United Kingdom,361,40623,14664903,2021,7,July
577807,2021-11-22 08:26:00,15699.0,United Kingdom,113,30965,3499045,2021,11,November
549790,2021-04-12 12:02:00,16172.0,United Kingdom,180,19938,3588840,2021,4,April
546096,2021-03-09 11:59:00,15502.0,United Kingdom,1566,171106,267951996,2021,3,March
558613,2021-06-30 15:46:00,14911.0,EIRE,394,75636,29800584,2021,6,June
556501,2021-06-13 08:40:00,16700.0,United Kingdom,250,39442,9860500,2021,6,June
554513,2021-05-24 15:56:00,14057.0,United Kingdom,250,34246,8561500,2021,5,May
562605,2021-08-08 10:59:00,12530.0,Germany,273,41665,11374545,2021,8,August
562269,2021-08-03 16:35:00,14056.0,United Kingdom,154,25194,3879876,2021,8,August
559343,2021-07-07 17:01:00,17961.0,United Kingdom,1,425,425,2021,7,July
543983,2021-02-15 09:20:00,16979.0,United Kingdom,93,34715,3228495,2021,2,February
545331,2021-03-01 15:49:00,17961.0,United Kingdom,2,250,500,2021,3,March
540998,2021-01-13 10:04:00,15290.0,United Kingdom,194,28950,5616300,2021,1,January
552563,2021-05-10 11:54:00,17597.0,United Kingdom,1176,204437,240417912,2021,5,May
556575,2021-06-13 13:44:00,17027.0,United Kingdom,94,21200,1992800,2021,6,June
564583,2021-08-26 11:24:00,17949.0,United Kingdom,600,43200,25920000,2021,8,August
558564,2021-06-30 13:45:00,14057.0,United Kingdom,309,48260,14912340,2021,6,June
552060,2021-05-06 10:39:00,15668.0,United Kingdom,72,7632,549504,2021,5,May
553007,2021-05-12 16:50:00,14000.0,United Kingdom,710,63566,45131860,2021,5,May
570717,2021-10-12 10:35:00,17173.0,United Kingdom,108,35700,3855600,2021,10,October
553154,2021-05-13 14:57:00,17061.0,United Kingdom,160,38400,6144000,2021,5,May
581166,2021-12-07 14:43:00,15525.0,United Kingdom,128,31469,4028032,2021,12,December
565758,2021-09-06 13:29:00,16928.0,United Kingdom,142,19930,2830060,2021,9,September
566744,2021-09-14 15:11:00,14177.0,United Kingdom,60,25000,1500000,2021,9,September
541986,2021-01-24 15:59:00,17001.0,United Kingdom,189,37493,7086177,2021,1,January
570716,2021-10-12 10:26:00,17193.0,United Kingdom,6,2490,14940,2021,10,October
553206,2021-05-16 08:16:00,14156.0,EIRE,526,154300,81161800,2021,5,May
550005,2021-04-14 09:58:00,17677.0,United Kingdom,200,31000,6200000,2021,4,April
550670,2021-04-20 10:04:00,17734.0,United Kingdom,66,11298,745668,2021,4,April
541712,2021-01-21 11:19:00,17890.0,United Kingdom,73,12513,913449,2021,1,January
566719,2021-09-14 12:29:00,15081.0,United Kingdom,20,8820,176400,2021,9,September
559901,2021-07-13 12:53:00,18121.0,United Kingdom,17,2325,39525,2021,7,July
571857,2021-10-19 13:38:00,15468.0,United Kingdom,153,44761,6848433,2021,10,October
536759,2020-12-02 14:26:00,16781.0,United Kingdom,113,31125,3517125,2020,12,December
574279,2021-11-03 14:47:00,14878.0,United Kingdom,42,14298,600516,2021,11,November
539246,2020-12-16 13:33:00,14606.0,United Kingdom,37,10448,386576,2020,12,December
552818,2021-05-11 12:48:00,17770.0,United Kingdom,14,10230,143220,2021,5,May
570818,2021-10-12 12:47:00,17841.0,United Kingdom,359,56866,20414894,2021,10,October
544795,2021-02-23 13:21:00,15858.0,United Kingdom,526,43229,22738454,2021,2,February
546736,2021-03-16 11:52:00,16013.0,United Kingdom,576,41472,23887872,2021,3,March
